"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","ae_hyd","ae_sal","arena1","arena2","ascv","aspv","c_b_cys","ce_sha","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","gy_sal","ic_hof","ic_mul","ihnv","ipnv","isav7","isav8","ku_thy","lo_sal","mitov","mo_vis","my_arc","my_cer","my_ins","na_sal","ne_per","omv","ortho","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","pisck_sal","pmcv","prv","pspv","re_sal","reov","rlo","sav","sch","sgpx","smallUK","sp_des","sp_sal","te_bry","te_mar","toti","ven","ver","vhsv","vi_ang","vi_sal","ye_ruc_glnA"
"2820","1000-0096-118-G0895",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Pitt","Pitt","Lower Fraser","Lower Fraser","Fraser","Summer",89,5.4,0.765991129,-3.11577626,"F","VIN","ECVI",50.35816667,-125.3743333,"Mixed","NO","AvgCopy",5.051992015,0,0,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,11.2944313,NA,0,0,0,0,NA,0,16334.32124,0,6.661711557,0,0,0,0,0.400116076,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2821","1000-0096-118-G0896",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",NA,8.7,NA,NA,"F","VIN","ECVI",50.35816667,-125.3743333,"Mixed","NO","AvgCopy",88723.80626,0,0,NA,NA,NA,NA,1353.514152,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3161.815234,NA,0,0,0,0,NA,0,0,0,28.54739172,0,0,0,0,159.0807987,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0.045247583,0,0,0,0,0
"2822","1000-0096-118-G0897",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",108,10.7,0.849400498,-3.070887489,"M","VIN","ECVI",50.35816667,-125.3743333,"Mixed","NO","AvgCopy",24342157.15,0,0,NA,NA,NA,NA,3550.829652,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,59205.42192,NA,0,0,0,0,NA,0,0,0,139.2362464,0,0,0,0,397.2249075,0,NA,0,0,0.442942619,NA,NA,0,0,0,0,NA,0.136155665,0,0,0,0,0
"2823","1000-0096-118-G0898",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",NA,8.2,NA,NA,"F","VIN","ECVI",50.35816667,-125.3743333,"Mixed","NO","AvgCopy",261391.2921,0,0,NA,NA,NA,NA,1065.349782,0,NA,0,NA,0,0,0,0,0.249637954,0,0,0,0,0,0,0,NA,0,63922.75261,NA,0,0,0,0,NA,13.10819782,2.398366652,0,0.261700315,0,0,0,0,600.0379339,0,NA,0,0,0.179311872,NA,NA,0,0,0,0.514332811,NA,0,0,0,0,0,0
"2824","1000-0096-118-G0899",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",NA,7.2,NA,NA,"M","VIN","ECVI",50.35816667,-125.3743333,"Mixed","NO","AvgCopy",177304.1109,0,0,NA,NA,NA,NA,2231.902941,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,57993.44275,NA,0,0,0,0,NA,0,0,0,1.367696878,0,0,0,0,66.90864534,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2825","1000-0096-118-G0900",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko North","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",95,8,0.933080624,-3.030080829,"F","VIN","ECVI",50.35816667,-125.3743333,"Mixed","NO","AvgCopy",27.60886862,0,0,NA,NA,NA,NA,514.4049385,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,13552.30123,NA,0,0,0,0,NA,0.259857373,0,0,2.541764188,0,0,0,0,602.4532651,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2826","1000-0096-118-G0901",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",100,7.7,0.77,-3.113509275,"M","VIN","ECVI",50.35816667,-125.3743333,"Mixed","NO","AvgCopy",2186.637569,0,0,NA,NA,NA,NA,16241.91468,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3293.141409,NA,0,0,0,0,NA,0,0,0,41.59080577,0,0,0,0,1987.958211,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2827","1000-0096-118-G0902",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",121,12.9,0.72817137,-3.137766401,"M","VIN","ECVI",50.35816667,-125.3743333,"Mixed","NO","AvgCopy",0.001010355,0,0,NA,NA,NA,NA,322.588115,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2788.565761,NA,0,0,0,0,NA,0,321.3844824,0,2.132288211,0,0,0,0,74.05403533,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2828","1000-0096-118-G0903",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Summer",89,6.5,0.922026359,-3.035256663,"F","VIN","ECVI",50.35816667,-125.3743333,"Mixed","NO","AvgCopy",977.7327633,0,0,NA,NA,NA,NA,863.2272152,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,13.26458157,NA,0,0,0,0,NA,0,5.61620592,0,0.390027739,0,0,0,0,3.210747612,0,NA,0,0,0.023746662,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2829","1000-0096-118-G0904",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",NA,5.8,NA,NA,"U","VIN","ECVI",50.35816667,-125.3743333,"Mixed","NO","AvgCopy",5346313.253,0,0,NA,NA,NA,NA,10056.42066,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,879.5204138,NA,0,0,0,0,NA,0.368044272,0,0,19.94886739,0,0,0,0,105.5608733,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2830","1000-0096-118-G0905",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",97,8.2,0.898459799,-3.04650135,"M","VIN","ECVI",50.35816667,-125.3743333,"Mixed","NO","AvgCopy",36671335.62,0,0,NA,NA,NA,NA,9235.389246,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4000.365039,NA,0,0,0,0,NA,0,0,3.366852192,4.385531176,0,0,0,0,205.0942646,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2831","1000-0096-118-G0906",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",96,8.9,1.005949797,-2.997423692,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",94104.89719,0,0,NA,NA,NA,NA,8499.399757,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4768.725183,NA,0,0,0,0,NA,0,0,0,14.16513938,0,0,0,0,1807.989681,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0.437539853,0,0,0,0,0
"2832","1000-0096-118-G0907",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",100,10.6,1.06,-2.974694135,"F","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",749952.3756,0,0,NA,NA,NA,NA,3110.521241,0,NA,0,NA,0,0,0,0,0,0.004722147,0,0,0,0,0,0,NA,0,5062.474756,NA,0,0,0,0,NA,0,219.3294317,0,48.00626755,0,0,0,0,574.1155954,0,NA,0,0,1.700934121,NA,NA,0,0,0,0,NA,0.538622407,0,0,0,0,0
"2833","1000-0096-118-G0908",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",NA,10.8,NA,NA,"F","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",5653329.527,0,0,NA,NA,NA,NA,2897.267243,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,20699.5132,NA,0,0,0,0,NA,0,0,0,99.64297608,0,0,0,0,263.64091,0,NA,0,0,1.25418616,NA,NA,0,0,0,0,NA,0.33205411,0,0,0,0,0
"2834","1000-0096-118-G0909",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",99,10,1.030610152,-2.986905584,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",3830312.411,0,0,NA,NA,NA,NA,7155.760706,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1047.238414,265.9201659,NA,0,0,0,0,NA,0,0,0,60.38933373,0,0,0,0,1241.570334,0,NA,0,0,0,NA,NA,0,0,0,0,NA,2.941866253,0,0,0,0,0
"2835","1000-0096-118-G0910",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",NA,12.7,NA,NA,"F","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",16.78142686,0,0,NA,NA,NA,NA,6652.844165,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,14966.66738,NA,0,0,0,0,NA,0,0,0,0.468020474,0,0,0,0,165.3876333,0,NA,0,0,0.843738862,NA,NA,0,0,0,0,NA,0.32066418,0,0,0,0,0
"2836","1000-0096-118-G0911",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",100,12.1,1.21,-2.91721463,"F","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",13900286.45,0,0,NA,NA,NA,NA,4067.309032,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,19008.13091,NA,0,0,0,0,NA,0,0,16.93142293,17.96821488,0,0,0,0,675.0759685,0,NA,0,0,0.482925815,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2837","1000-0096-118-G0912",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",89,6.4,0.907841338,-3.041990046,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",22491.11824,0,0,NA,NA,NA,NA,29314.01587,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,18.25894467,NA,0,0,0,0,NA,0,0,0,9.797164417,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,NA,3.153254313,0,0,0,0,0
"2838","1000-0096-118-G0913",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Summer",100,9.2,0.92,-3.036212173,"F","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",13106135445,0,0,NA,NA,NA,NA,36550.1787,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,4.593813844,11.21389512,NA,0,0,0,0,NA,0,3332.080206,0,0,0,0,0,0,0,0,NA,0,0,79.16011543,NA,NA,0,0,0,0,NA,1.883578319,0,0,0,0,0
"2839","1000-0096-118-G0914",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",110,12.1,0.909090909,-3.041392685,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",0.000438226,0,0,NA,NA,NA,NA,138.2130029,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,826.5654636,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,317.1263532,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0.268699181,0,0,0,0,0
"2840","1000-0096-118-G0915",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",110,12.9,0.969196093,-3.013588345,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",31128329.57,0,0,NA,NA,NA,NA,4712.023893,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,237366.245,NA,0,0,0,0,NA,0,0,0,60.95713196,0,0,0,0,56.55758908,0,NA,0,0,5.710856821,NA,NA,0,0,0,0,NA,0.856719634,0,0,0,0,0
"2841","1000-0096-118-G0916",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",NA,10.2,NA,NA,"F","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",207.8943178,0,0,NA,NA,NA,NA,2644.953274,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6243.708674,NA,0,0,0,0,NA,0,0,0,10.38979692,0,0,0,0,63.64891944,0,NA,0,0,5.723092536,NA,NA,0,0,0,0,NA,0.503503637,0,0,0,0,0
"2842","1000-0096-118-G0917",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",90,6.7,0.919067215,-3.036652726,"F","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",8997.15005,0,0,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,96610.50717,NA,0,0,0,0,NA,0,0,0,23.42214321,0,0,0,0,176.256062,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0.576555256,0,0,0,0,0
"2843","1000-0096-118-G0918",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",98,9.5,1.009358346,-2.995954622,"F","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",3663.982246,0,0,NA,NA,NA,NA,2621.74627,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,17628.86908,NA,0,0,0,0,NA,0,0,0,0.18081362,0,0,0,0,266.3040209,0,NA,0,0,2.190765988,NA,NA,0,0,0,0,NA,0.065265765,0,0,0,0,0
"2844","1000-0096-118-G0919",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",130,20.1,0.914883933,-3.038634,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",485957.8643,0,0,NA,NA,NA,NA,7242.489238,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4578.120985,NA,0,0,0,0,NA,0,0,0,77.66878587,0,0,0,0,682.4227141,0,NA,0,0,0,NA,NA,0,0,0,0,NA,1.469977181,0,0,0,0,0
"2845","1000-0096-118-G0920",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",96,8.6,0.972041377,-3.012315248,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",4148.381624,0,0,NA,NA,NA,NA,6254.551872,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,10.36368047,528.609452,NA,0,0,0,0,NA,0,0,0,73.37112879,0,0,0,0,290.5620333,0,NA,0,0,0.975558474,NA,NA,0,0,0,0,NA,0.06200711,0,0,0,0,0
"2846","1000-0096-118-G0921",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",98,9.1,0.966859047,-3.014636835,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",57.15534965,0,0,NA,NA,NA,NA,243.7823325,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,13988.79774,NA,0,0,0,0,NA,0,0,0,25.10238066,0,0,0,0,839.615426,0,NA,0,0,2.210859478,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2847","1000-0096-118-G0922",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",104,11.7,1.04012574,-2.982914156,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",272236.1435,0,0,NA,NA,NA,NA,1781.309411,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,29005.55591,NA,0,0,0,0,NA,0.20761608,0,0,31.28688079,0,0,0,0,227.7424559,0,NA,0,0,0,NA,NA,0,0,0,0,NA,2.60713918,0,0,0,0,0
"2848","1000-0096-118-G0923",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Upper Barrier","North Thompson","Thompson","Thompson","Thompson","Summer",85,6,0.976999796,-3.010105527,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",28062.20195,0,0,NA,NA,NA,NA,1857.576987,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,10181.4698,NA,0,0,0,0,NA,0,0,0,76.5111497,0,0,0,0,306.5564929,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0.094277899,0,0,0,0,0
"2849","1000-0096-118-G0924",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",97,9.7,1.062812201,-2.973543469,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",323811.628,0,0,NA,NA,NA,NA,33437.93767,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,9348.619662,NA,0,0,0,0,NA,0,0,0,55.61415317,0,0,0,0,1758.033925,0,NA,0,0,0.404986622,NA,NA,0,0,0,0,NA,8.744546716,0,0,0,0,0
"2850","1000-0096-118-G0925",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",100,11.6,1.16,-2.935542011,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",31.38456457,0,0,NA,NA,NA,NA,223.4697167,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,17215.99178,NA,0,0,0,0,NA,0,1263.798713,0,22.61002143,0,0,0,0,342.9470479,0,NA,0,0,3.338289892,NA,NA,0,0,0,0,NA,0.069451582,0,0,0,0,0
"2851","1000-0096-118-G0926",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",98,9.5,1.009358346,-2.995954622,"F","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",69.18782383,0,0,NA,NA,NA,NA,2852.139169,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,71.55977335,NA,0,0,0,0,NA,0,36.73684114,0,2.246454469,0,0,0,0,516.201004,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0.832979529,0,0,0,0,0
"2852","1000-0096-118-G0927",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",96,9.2,1.039858218,-2.983025872,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",79394.70291,0,0,NA,NA,NA,NA,3845.944261,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4641.436302,NA,0,0,0,0,NA,0,0,0,58.53798386,0,0,0,0,1349.854437,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0.283920239,0,0,0,0,0
"2853","1000-0096-118-G0928",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Cayenne","L.Shuswap","Thompson","Thompson","Thompson","Summer",122,16.8,0.925187571,-3.03377021,"F","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",8551539.719,0,0,NA,NA,NA,NA,1052.58868,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,31.55862186,NA,0,0,0,0,NA,0,7.5200963,1.454597976,2866.049108,0,0,0,0,116.7048451,0,NA,0,0,0,NA,NA,0,0,0,0,NA,18.55891891,0,0,0,0,0
"2854","1000-0096-118-G0929",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",NA,14.6,NA,NA,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",460373323.4,0,0,NA,NA,NA,NA,7138.100226,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,15560.43977,NA,0,0,0,0,NA,0,0,0,117.5521535,0,0,0,0,2186.163928,0,NA,0,0,1.341042497,NA,NA,0,0,0,0,NA,0.701133552,0,0,0,0,0
"2855","1000-0096-118-G0930",0,"SOG","SW",2013,"03-Jun-13",154,1721,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",125,19.7,1.00864,-2.996263813,"M","VIN","ECVI",50.19066667,-124.9966667,"Mixed","NO","AvgCopy",211974.6056,0,0,NA,NA,NA,NA,43011.4875,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3053.091256,NA,0,0,0,0,NA,0,0,0,4.82336883,0,0,0,0,5633.995096,0,NA,0,0,1.715407073,NA,NA,0,0,0,0,NA,0.086191863,0,0,0,0,0
"2856","1000-0096-118-G0931",0,"SOG","SW",2013,"04-Jun-13",155,1722,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Summer",127,21.5,1.049608398,-2.978972703,"M","VIS","ECVI",49.90666667,-124.8916667,"Mixed","NO","AvgCopy",1411877.182,0,0,NA,NA,NA,NA,2028.367168,0,NA,0,NA,0,0,0,0,1.524414776,0,0,0,0,0,0,0,NA,0,14.03127736,NA,0,0,0,0,NA,0.470534578,0,0,253.6331868,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2857","1000-0096-118-G0932",0,"SOG","SW",2013,"04-Jun-13",155,1722,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",100,9.8,0.98,-3.008773924,"M","VIS","ECVI",49.90666667,-124.8916667,"Mixed","NO","AvgCopy",917.3149994,0,0,NA,NA,NA,NA,2.492935427,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,22968.68603,NA,0,0,0,0,NA,0,2305.776467,0,26.49600243,0,0,0,0,129.5254348,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2858","1000-0096-118-G0933",0,"SOG","SW",2013,"04-Jun-13",155,1722,"Pitt","Pitt","Lower Fraser","Lower Fraser","Fraser","Summer",139,30.5,1.13567859,-2.944744561,"M","VIS","ECVI",49.90666667,-124.8916667,"Mixed","NO","AvgCopy",1175.594648,0,0,NA,NA,NA,NA,7.242744195,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,74.56704477,NA,0,0,0,0,NA,3.647519935,3429.974809,0,106.0620731,0,0,0,0,0,0,NA,0,0,0.490649473,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2860","1000-0096-118-G0935",0,"SOG","SW",2013,"04-Jun-13",155,1722,"Harrison","Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",95,8.6,1.003061671,-2.998672365,"M","VIS","ECVI",49.90666667,-124.8916667,"Mixed","NO","AvgCopy",2272373.33,0,0,NA,NA,NA,NA,33.08449805,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,10.21977174,539.2251837,0.008062769,199.8944954,0,0,0,0,0,0,NA,0,0,2.205361172,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2867","1000-0096-118-G0942",0,"SOG","SW",2013,"04-Jun-13",155,1722,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",91,7.3,0.96872093,-3.013801317,"M","VIS","ECVI",49.90666667,-124.8916667,"Mixed","NO","AvgCopy",0.465970929,0,0,NA,NA,NA,NA,183.5563698,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,15600.97581,NA,0,0,0,0,NA,0,0,0,9.084170653,0,0,0,0,149.78252,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"2889","1000-0098-118-D0951",0,"SOG","SW",2014,"02-Jun-14",153,2085,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",131,24,1.067572443,-2.971602645,"U","VIS","ECVI",49.23783333,-123.8666667,"Mixed","NO","AvgCopy",0.001920458,NA,0,0,NA,0,NA,1903.775693,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,28.56359177,4.650826378,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"2890","1000-0098-118-D0960",0,"SOG","SW",2014,"02-Jun-14",153,2085,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",110,13,0.976709241,-3.010234703,"M","VIS","ECVI",49.29116667,-123.7266667,"Mixed","NO","AvgCopy",2.615261933,NA,0,0,0,0,NA,405.4272976,0,0,0,0,0,0,0,NA,0.193075962,0,0,NA,NA,NA,0,0,0,NA,84.40468864,NA,0,0,0,NA,0,0,142.8668988,0,7.757435348,0,0,NA,0,9854.316373,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"2891","1000-0098-118-D0961",0,"SOG","SW",2014,"02-Jun-14",153,2085,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",117,13,0.811681723,-3.090614233,"M","VIS","ECVI",49.29116667,-123.7266667,"Mixed","NO","AvgCopy",11.58430379,NA,0,0,0,0,NA,6691.053644,0,0,0,0,0,0,0,NA,0,0,12.88894345,NA,NA,NA,0,0,0,NA,1659283.31,NA,0,0,0,NA,0,12.21328799,0,0,3.716829813,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"2892","1000-0098-118-D0998",0,"SOG","SW",2014,"03-Jun-14",154,2086,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",92,6,0.770526835,-3.113212232,"M","VIS","ECVI",49.51,-124.0983333,"Mixed","NO","AvgCopy",0.000439017,NA,0,0,0,0,NA,14278.80324,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,637.9548324,7.004511611,0,0,NA,0,3127.081225,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
