Unique,Ewatch,Prog,SWFW,Year,Date,DOY,days,Stock,Stock_Analysis,Stock_Region,Stock_Group,Stock_Area,SEASON1,Length,Mass,K,logK,Sex,Catch_Region,Zone,Latitude,Longitude,Tissue,LOD,Value,hkg,ae_hyd,ae_sal,arena1,arena2,ascv,aspv,c_b_cys,ce_sha,cov,cr_sal,ctv,de_sal,fa_mar,fl_psy,gy_sal,ic_hof,ic_mul,ihnv,ipnv,isav7,isav8,ku_thy,lo_sal,mitov,mo_vis,my_arc,my_cer,my_ins,na_sal,ne_per,omv,ortho,pa_kab,pa_min,pa_pse,pa_ther,pch_sal,pisck_sal,pmcv,prv,pspv,re_sal,reov,rlo,sav,sch,sgpx,smallUK,sp_des,sp_sal,te_bry,te_mar,toti,ven,ver,vhsv,vi_ang,vi_sal,ye_ruc_glnA
1000-0096-118-G0921,0,SOG,SW,2013,03-Jun-13,154,1721,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,98,9.1,0.966859047,-3.014636835,M,VIN,ECVI,50.19066667,-124.9966667,Mixed,NO,AvgCopy,57.15534965,0,0,,,,,243.7823325,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,13988.79774,,0,0,0,0,,0,0,0,25.10238066,0,0,0,0,839.615426,0,,0,0,2.210859478,,,0,0,0,0,,0,0,0,0,0,0
1000-0096-118-G0922,0,SOG,SW,2013,03-Jun-13,154,1721,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,104,11.7,1.04012574,-2.982914156,M,VIN,ECVI,50.19066667,-124.9966667,Mixed,NO,AvgCopy,272236.1435,0,0,,,,,1781.309411,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,29005.55591,,0,0,0,0,,0.20761608,0,0,31.28688079,0,0,0,0,227.7424559,0,,0,0,0,,,0,0,0,0,,2.60713918,0,0,0,0,0
1000-0096-118-G0923,0,SOG,SW,2013,03-Jun-13,154,1721,Upper Barrier,North Thompson,Thompson,Thompson,Thompson,Summer,85,6,0.976999796,-3.010105527,M,VIN,ECVI,50.19066667,-124.9966667,Mixed,NO,AvgCopy,28062.20195,0,0,,,,,1857.576987,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,10181.4698,,0,0,0,0,,0,0,0,76.5111497,0,0,0,0,306.5564929,0,,0,0,0,,,0,0,0,0,,0.094277899,0,0,0,0,0
1000-0096-118-G0924,0,SOG,SW,2013,03-Jun-13,154,1721,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,97,9.7,1.062812201,-2.973543469,M,VIN,ECVI,50.19066667,-124.9966667,Mixed,NO,AvgCopy,323811.628,0,0,,,,,33437.93767,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,9348.619662,,0,0,0,0,,0,0,0,55.61415317,0,0,0,0,1758.033925,0,,0,0,0.404986622,,,0,0,0,0,,8.744546716,0,0,0,0,0
1000-0096-118-G0925,0,SOG,SW,2013,03-Jun-13,154,1721,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,100,11.6,1.16,-2.935542011,M,VIN,ECVI,50.19066667,-124.9966667,Mixed,NO,AvgCopy,31.38456457,0,0,,,,,223.4697167,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,17215.99178,,0,0,0,0,,0,1263.798713,0,22.61002143,0,0,0,0,342.9470479,0,,0,0,3.338289892,,,0,0,0,0,,0.069451582,0,0,0,0,0
1000-0096-118-G0926,0,SOG,SW,2013,03-Jun-13,154,1721,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,98,9.5,1.009358346,-2.995954622,F,VIN,ECVI,50.19066667,-124.9966667,Mixed,NO,AvgCopy,69.18782383,0,0,,,,,2852.139169,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,71.55977335,,0,0,0,0,,0,36.73684114,0,2.246454469,0,0,0,0,516.201004,0,,0,0,0,,,0,0,0,0,,0.832979529,0,0,0,0,0
1000-0096-118-G0927,0,SOG,SW,2013,03-Jun-13,154,1721,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,96,9.2,1.039858218,-2.983025872,M,VIN,ECVI,50.19066667,-124.9966667,Mixed,NO,AvgCopy,79394.70291,0,0,,,,,3845.944261,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,4641.436302,,0,0,0,0,,0,0,0,58.53798386,0,0,0,0,1349.854437,0,,0,0,0,,,0,0,0,0,,0.283920239,0,0,0,0,0
1000-0096-118-G0928,0,SOG,SW,2013,03-Jun-13,154,1721,Cayenne,Late Shuswap,Thompson,Thompson,Thompson,Summer,122,16.8,0.925187571,-3.03377021,F,VIN,ECVI,50.19066667,-124.9966667,Mixed,NO,AvgCopy,8551539.719,0,0,,,,,1052.58868,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,31.55862186,,0,0,0,0,,0,7.5200963,1.454597976,2866.049108,0,0,0,0,116.7048451,0,,0,0,0,,,0,0,0,0,,18.55891891,0,0,0,0,0
1000-0096-118-G0929,0,SOG,SW,2013,03-Jun-13,154,1721,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,,14.6,,,M,VIN,ECVI,50.19066667,-124.9966667,Mixed,NO,AvgCopy,460373323.4,0,0,,,,,7138.100226,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,15560.43977,,0,0,0,0,,0,0,0,117.5521535,0,0,0,0,2186.163928,0,,0,0,1.341042497,,,0,0,0,0,,0.701133552,0,0,0,0,0
1000-0096-118-G0930,0,SOG,SW,2013,03-Jun-13,154,1721,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,125,19.7,1.00864,-2.996263813,M,VIN,ECVI,50.19066667,-124.9966667,Mixed,NO,AvgCopy,211974.6056,0,0,,,,,43011.4875,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,3053.091256,,0,0,0,0,,0,0,0,4.82336883,0,0,0,0,5633.995096,0,,0,0,1.715407073,,,0,0,0,0,,0.086191863,0,0,0,0,0
1000-0096-118-G0931,0,SOG,SW,2013,04-Jun-13,155,1722,Thompson N,North Thompson,Thompson,Thompson,Thompson,Summer,127,21.5,1.049608398,-2.978972703,M,VIS,ECVI,49.90666667,-124.8916667,Mixed,NO,AvgCopy,1411877.182,0,0,,,,,2028.367168,0,,0,,0,0,0,0,1.524414776,0,0,0,0,0,0,0,,0,14.03127736,,0,0,0,0,,0.470534578,0,0,253.6331868,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0096-118-G0932,0,SOG,SW,2013,04-Jun-13,155,1722,Mitchell,Quesnel,Middle Fraser,Middle Fraser,Fraser,Summer,100,9.8,0.98,-3.008773924,M,VIS,ECVI,49.90666667,-124.8916667,Mixed,NO,AvgCopy,917.3149994,0,0,,,,,2.492935427,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,22968.68603,,0,0,0,0,,0,2305.776467,0,26.49600243,0,0,0,0,129.5254348,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0096-118-G0933,0,SOG,SW,2013,04-Jun-13,155,1722,Pitt,Pitt,Lower Fraser,Lower Fraser,Fraser,Summer,139,30.5,1.13567859,-2.944744561,M,VIS,ECVI,49.90666667,-124.8916667,Mixed,NO,AvgCopy,1175.594648,0,0,,,,,7.242744195,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,74.56704477,,0,0,0,0,,3.647519935,3429.974809,0,106.0620731,0,0,0,0,0,0,,0,0,0.490649473,,,0,0,0,0,,0,0,0,0,0,0
1000-0096-118-G0934,0,SOG,SW,2013,04-Jun-13,155,1722,,,,,,Summer,102,9.1,0.857513324,-3.066759123,M,VIS,ECVI,49.90666667,-124.8916667,Mixed,NO,AvgCopy,4.117940523,0,0,,,,,1461.420061,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,72.41876706,,0,0,0,0,,0.33812846,2.362169723,0,16.06672288,0,0,0,0,295.36272,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0096-118-G0935,0,SOG,SW,2013,04-Jun-13,155,1722,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Summer,95,8.6,1.003061671,-2.998672365,M,VIS,ECVI,49.90666667,-124.8916667,Mixed,NO,AvgCopy,2272373.33,0,0,,,,,33.08449805,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,10.21977174,539.2251837,0.008062769,199.8944954,0,0,0,0,0,0,,0,0,2.205361172,,,0,0,0,0,,0,0,0,0,0,0
1000-0096-118-G0936,0,SOG,SW,2013,04-Jun-13,155,1722,,,,,,Summer,,35.1,,,F,VIS,ECVI,49.90666667,-124.8916667,Mixed,NO,AvgCopy,2259320.236,0,0,,,,,7102.422732,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,8.983013153,2717.419341,0,79.14100276,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0096-118-G0937,0,SOG,SW,2013,04-Jun-13,155,1722,,,,,,Summer,122,18.2,1.002286535,-2.999008104,F,VIS,ECVI,49.90666667,-124.8916667,Mixed,NO,AvgCopy,68072206.89,0,0,,,,,41039.9928,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,77.65598146,,0,0,0,0,,16.42587962,61310.42459,0,297.794024,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0096-118-G0938,0,SOG,SW,2013,04-Jun-13,155,1722,,,,,,Summer,134,26,1.080585045,-2.966341047,M,VIS,ECVI,49.90666667,-124.8916667,Mixed,NO,AvgCopy,2301059324,0,0,,,,,6280.152533,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,24550.6378,,0,0,0,0,,2.875187759,516.6540081,0,277.6481279,0,0,0,0,740.0012774,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0096-118-G0939,0,SOG,SW,2013,04-Jun-13,155,1722,,,,,,Summer,98,10.1,1.073107294,-2.969356853,M,VIS,ECVI,49.90666667,-124.8916667,Mixed,NO,AvgCopy,9832.553562,0,0,,,,,321.2890597,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,4197.063428,,0,0,0,0,,0,729.0079269,0,40.03512269,0,0,0,0,72.43814166,0,,0,0,1.360746527,,,0,0,0,0,,0,0,0,0,0,0
1000-0096-118-G0940,0,SOG,SW,2013,04-Jun-13,155,1722,,,,,,Summer,146,30.8,0.989673973,-3.004507851,M,VIS,ECVI,49.90666667,-124.8916667,Mixed,NO,AvgCopy,4268140.44,0,0,,,,,68347.81781,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,23.81859225,,0,0,0,0,,1.598928234,850.9723358,0,52.35378413,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0096-118-G0941,0,SOG,SW,2013,04-Jun-13,155,1722,,,,,,Summer,,11.5,,,F,VIS,ECVI,49.90666667,-124.8916667,Mixed,NO,AvgCopy,364.1278329,0,0,,,,,1276.285728,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,130.7131534,,0,0,0,0,,0,0,8.964610345,70.62040266,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0096-118-G0942,0,SOG,SW,2013,04-Jun-13,155,1722,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,91,7.3,0.96872093,-3.013801317,M,VIS,ECVI,49.90666667,-124.8916667,Mixed,NO,AvgCopy,0.465970929,0,0,,,,,183.5563698,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,15600.97581,,0,0,0,0,,0,0,0,9.084170653,0,0,0,0,149.78252,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6302,0,SOG,SW,2013,19-Sep-13,262,1829,Pitt,Pitt,Lower Fraser,Lower Fraser,Fraser,Fall,132,24,1.043492779,-2.981510552,M,VIS,ECVI,49.73983333,-124.345,Mixed,NO,AvgCopy,30394.74803,0,0,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,39.13604548,,0,0,0,0,,0,58535.71412,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6303,0,SOG,SW,2013,19-Sep-13,262,1829,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,143,31,1.060116469,-2.974646419,M,VIS,ECVI,49.73983333,-124.345,Mixed,NO,AvgCopy,0.001105191,0,0,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.436646805,,0,0,0,0,,0,21261.5465,0,2.141622832,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6304,0,SOG,SW,2013,19-Sep-13,262,1829,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,152,35,0.996637629,-3.001462719,M,VIS,ECVI,49.73983333,-124.345,Mixed,NO,AvgCopy,1512802949,0,0,,,,,222.7495808,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,253979.7126,,0,0,0,0,,0,9877.10332,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6522,0,SOG,SW,2013,23-Sep-13,266,1833,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,148,34,1.048802638,-2.979306229,F,VIS,ECVI,49.25483333,-123.435,Mixed,NO,AvgCopy,31809537774,0,0,,,,,3.94564425,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,747931.5893,,0,0,0,0,,0,14656.52724,0,19.16564527,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6524,0,SOG,SW,2013,23-Sep-13,266,1833,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,145,31,1.016851859,-2.992742313,F,VIS,ECVI,49.25483333,-123.435,Mixed,NO,AvgCopy,5.26E+20,0,0,,,,,5.72052625,0,,0,,0,0,0,0,0,0,0,0,0,0,0,2687.230975,,0,845669.3736,,0,0,0,0,,0,45636.73517,0,2.617046213,0,0,0,0.604583646,0,0,,0,0,0,,,0,0,0,3.056161988,,0,0,0,0,0,0
1000-0097-118-B6525,0,SOG,SW,2013,23-Sep-13,266,1833,,,,,,Fall,137,26,1.011140827,-2.995188353,M,VIS,ECVI,49.25483333,-123.435,Mixed,NO,AvgCopy,1.70E+26,0,0,,,,,10.41818522,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,78.28694454,,0,0,0,0,,0,496189.822,0,53.3200081,0,0,0,0,0,0,,7.525950771,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6529,0,SOG,SW,2013,23-Sep-13,266,1833,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,135,26,1.056749479,-2.976027958,F,VIS,ECVI,49.22033333,-123.5283333,Mixed,NO,AvgCopy,1.64E+36,0,0,,,,,24.52069622,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,54.85751951,,0,0,0,0,,0,189527.9993,0,267.266672,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6762,0,SOG,SW,2013,28-Sep-13,271,1838,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,130,19,0.864815658,-3.063076456,M,VIS,ECVI,49.34633333,-123.335,Mixed,NO,AvgCopy,3.96E+35,0,0,,,,,33.63606079,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,1420541.835,,0,0,0,0,,0,7.008389405,0,223.6944175,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6768,0,SOG,SW,2013,28-Sep-13,271,1838,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,127,18,0.878741915,-3.056138658,M,VIS,ECVI,49.34633333,-123.335,Mixed,NO,AvgCopy,7.67E+18,0,0,,,,,19.99123783,0,,0,,0,0,0,0,0,0,0,0,0,0,0,4.255743321,,0,993595.6567,,0,0,0,0,,0,101841.5636,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6770,0,SOG,SW,2013,28-Sep-13,271,1838,,,,,,Fall,126,20,0.999812035,-3.00008164,F,VIS,ECVI,49.40166667,-123.3016667,Mixed,NO,AvgCopy,9.49E-25,0,0,,,,,8.932660785,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,1887175.322,,0,0,0,0,,0,1452.924747,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6786,0,SOG,SW,2013,28-Sep-13,271,1838,,,,,,Fall,135,23,0.934816847,-3.029273469,M,VIS,ECVI,49.46,-123.2866667,Mixed,NO,AvgCopy,2.66E-05,0,0,,,,,18.31899888,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,1118086.87,,0,0,0,0,,0,15858.18607,0,19.25812864,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6796,0,SOG,SW,2013,28-Sep-13,271,1838,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,141,26,0.927504467,-3.03268399,F,VIS,ECVI,49.5755,-123.255,Mixed,NO,AvgCopy,4.46E-06,0,0,,,,,5.607814269,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1.330050098,,0,2198802.108,,0,0,0,0,,0,210.7080885,0,0.657953051,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6798,0,SOG,SW,2013,28-Sep-13,271,1838,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,127,20,0.976379906,-3.010381167,M,VIS,ECVI,49.5755,-123.255,Mixed,NO,AvgCopy,6324743.707,0,0,,,,,9.994022961,0,,0,,0,0,0,0,0,0,0,0,0,0,0,28539.24272,,0,194443.6603,,0,0,0,0,,0,326.482621,0,0,0,0,0,0,0,0,,0,0,1.343467381,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6810,0,SOG,SW,2013,28-Sep-13,271,1838,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,115,15,0.986274349,-3.006002262,M,VIS,ECVI,49.559,-123.3283333,Mixed,NO,AvgCopy,1.93E-09,0,0,,,,,0,0,,0,,0,0,180.4458224,0,0,0,0,0,0,0,0,0,,0,1171646.941,,0,0,0,0,,0,607.9012416,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6822,0,SOG,SW,2013,28-Sep-13,271,1838,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,121,17,0.959605681,-3.01790719,F,VIS,ECVI,49.52233333,-123.34,Mixed,NO,AvgCopy,2.05E+29,0,0,,,,,0,0,,0,,0,0,174.1636752,0,0,0,0,0,0,0,0,11.99262378,,0,900610.713,,0,0,0,0,,0,865976.4895,0,1.168564783,0,0,0,0,0,0,,0,0,0.624434232,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6825,0,SOG,SW,2013,28-Sep-13,271,1838,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,116,15,0.96098651,-3.017282709,U,VIS,ECVI,49.39333333,-123.4216667,Mixed,NO,AvgCopy,111.7605176,0,0,,,,,2.284719961,0,,0,,0,0,53.8571086,0,0,0,0,0,0,0,0,0,,0,666618.1932,,0,0,0,0,,0,3033.404624,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6826,0,SOG,SW,2013,28-Sep-13,271,1838,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,119,16,0.949465303,-3.022520902,U,VIS,ECVI,49.39333333,-123.4216667,Mixed,NO,AvgCopy,2.27E-29,0,0,,,,,0,16.93017818,,0,,0,0,1389.045014,0,0,0,0,0,0,0,0,0,,0,974358.8249,,0,0,0,0,,0,5249.809875,0,6.382555393,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6827,0,SOG,SW,2013,28-Sep-13,271,1838,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,134,40,1.662438531,-2.779254404,U,VIS,ECVI,49.39333333,-123.4216667,Mixed,NO,AvgCopy,3.00E-33,0,0,,,,,4.129443251,0.343715463,,0,,0,0,34.38179822,0,0,0,0,0,0,0,0,0,,0,716889.2969,,0,0,0,0,,0,21287.68112,0,29.55465046,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6828,0,SOG,SW,2013,28-Sep-13,271,1838,Harrison,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Harrison-Widgeon,Fall,131,22,0.978608072,-3.009391206,M,VIS,ECVI,49.39333333,-123.4216667,Mixed,NO,AvgCopy,1.51E-28,0,0,,,,,47.45595871,0,,0,,0,0,302.5122847,0,0,0.014614648,0,0,0,0,0,0.209993188,,0,529621.3648,,0,0,0,0,,0,3117.326775,0,13.91667897,0,0,0,0,0,0,,102.965419,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6829,0,SOG,SW,2013,28-Sep-13,271,1838,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Fall,134,24,0.997463119,-3.001103153,M,VIS,ECVI,49.39333333,-123.4216667,Mixed,NO,AvgCopy,1.50E+46,0,0,,,,,24.10467331,0,,0,,0,0,0,0,0,0.028586268,0,0,0,0,0,0,,0,27754.54771,,0,0,0,0,,0,10540.82222,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0097-118-B6830,0,SOG,SW,2013,28-Sep-13,271,1838,Bowron,Bowron,Upper Fraser,Upper Fraser,Fraser,Fall,120,17,0.983796296,-3.007094817,M,VIS,ECVI,49.39333333,-123.4216667,Mixed,NO,AvgCopy,3.12E+19,0,0,,,,,6533.808985,4.224783692,,0,,0,0,154.6602235,0,0,0.137556382,0,0,0,0,0,0.455705141,,0,199858.0414,,0,0,0,0,,0,426182.0856,0,6.080557935,0,0,0,0,0,0,,0.158365613,0,0,,,0,0,0,0,,0,0,0,0,0,0
1000-0098-118-D0951,0,SOG,SW,2014,02-Jun-14,153,2085,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,131,24,1.067572443,-2.971602645,U,VIS,ECVI,49.23783333,-123.8666667,Mixed,NO,AvgCopy,0.001920458,,0,0,,0,,1903.775693,0,0,0,0,0,0,0,,0,0,0,,,,0,0,0,,0,,0,0,0,,0,0,0,28.56359177,4.650826378,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
1000-0098-118-D0960,0,SOG,SW,2014,02-Jun-14,153,2085,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,110,13,0.976709241,-3.010234703,M,VIS,ECVI,49.29116667,-123.7266667,Mixed,NO,AvgCopy,2.615261933,,0,0,0,0,,405.4272976,0,0,0,0,0,0,0,,0.193075962,0,0,,,,0,0,0,,84.40468864,,0,0,0,,0,0,142.8668988,0,7.757435348,0,0,,0,9854.316373,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
1000-0098-118-D0961,0,SOG,SW,2014,02-Jun-14,153,2085,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,117,13,0.811681723,-3.090614233,M,VIS,ECVI,49.29116667,-123.7266667,Mixed,NO,AvgCopy,11.58430379,,0,0,0,0,,6691.053644,0,0,0,0,0,0,0,,0,0,12.88894345,,,,0,0,0,,1659283.31,,0,0,0,,0,12.21328799,0,0,3.716829813,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
1000-0098-118-D0998,0,SOG,SW,2014,03-Jun-14,154,2086,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,92,6,0.770526835,-3.113212232,M,VIS,ECVI,49.51,-124.0983333,Mixed,NO,AvgCopy,0.000439017,,0,0,0,0,,14278.80324,0,0,0,0,0,0,0,,0,0,0,,,,0,0,0,,0,,0,0,0,,0,0,0,637.9548324,7.004511611,0,0,,0,3127.081225,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
1000-0098-118-D0999,0,SOG,SW,2014,03-Jun-14,154,2086,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,97,8,0.876546145,-3.057225216,F,VIS,ECVI,49.51,-124.0983333,Mixed,NO,AvgCopy,1.44E-07,,0,0,0,0,,23741.59922,0,0,0,0,0,0,0,,0,0,0,,,,0,0,0,,372180.8507,,0,0,0,,0,0,0,0,3.937172192,0,0,,0,2150.282523,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
1000-0098-118-D1000,0,SOG,SW,2014,03-Jun-14,154,2086,Chilko,Chilko,Middle Fraser,Middle Fraser,Fraser,Summer,106,11,0.923581211,-3.034524911,M,VIS,ECVI,49.51,-124.0983333,Mixed,NO,AvgCopy,1.52E-10,,0,0,0,0,,4739.373719,0,0,0,0,0,0,0,,0,0,0,,,,0,0,0,,0,,0,0,0,,0,3.195699804,0,0,190.3543497,0,0,,0,3670.338762,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
1000-0098-118-D1502,0,SOG,SW,2014,03-Jun-14,154,2086,Nadina,Nadina,Upper Fraser,Upper Fraser,Fraser,Summer,114,14,0.944960123,-3.024586518,F,VIS,ECVI,49.51,-124.0983333,Mixed,NO,AvgCopy,0.30655956,,0,0,0,0,,4099.387734,0,0,0,0,0,0,0,,0,0,0,,,,0,0.9249279,0,,0,,0,0,0,,0,0,21.14702295,0,0.577544632,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
1000-0098-118-D1503,0,SOG,SW,2014,03-Jun-14,154,2086,DollyVarden Cr,Chilliwack,Lower Fraser,Lower Fraser,Fraser,Summer,118,14,0.852083222,-3.069517986,M,VIS,ECVI,49.51,-124.0983333,Mixed,NO,AvgCopy,0.033561759,,0,0,0,0,,5979.007048,0,0,0,0,0,0,0,,0.987048173,0,0,,,,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,,0,3660.821902,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
1000-0098-118-D1504,0,SOG,SW,2014,03-Jun-14,154,2086,DollyVarden Cr,Chilliwack,Lower Fraser,Lower Fraser,Fraser,Summer,97,8,0.876546145,-3.057225216,M,VIS,ECVI,49.51,-124.0983333,Mixed,NO,AvgCopy,1.75E-11,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,,,,0,3.774851569,0,,0,,0,0,0,,0,0,838.4124501,0,0,0,0,,0,1516.472489,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
